Id,Sales
1,3307.6201171875
2,3538.948974609375
3,3165.7763671875
4,3601.7119140625
5,2995.103271484375
6,2474.744384765625
7,3308.212890625
8,2582.109375
9,2610.338134765625
10,3546.595947265625
11,5125.46240234375
12,4246.30712890625
13,3278.779541015625
14,3829.40478515625
15,2798.385009765625
16,3048.41748046875
17,2649.3798828125
18,2544.124755859375
19,2803.12548828125
20,2554.08740234375
21,2636.453369140625
22,3595.475341796875
23,3263.912109375
24,4717.83154296875
25,5088.06591796875
26,4034.5087890625
27,6827.1572265625
28,4554.3603515625
29,5983.8046875
30,2204.50927734375
31,3143.44677734375
32,3043.5146484375
33,3296.89990234375
34,3491.721435546875
35,2517.2958984375
36,5898.2841796875
37,5691.4677734375
38,5193.6591796875
39,2935.377685546875
40,2719.903076171875
41,1786.257080078125
42,3981.55517578125
43,3193.671875
44,3304.997802734375
45,2787.269775390625
46,2498.559326171875
47,1893.299072265625
48,3528.83935546875
49,5598.38330078125
50,3780.6669921875
51,4575.068359375
52,3859.58984375
53,4959.7763671875
54,6389.228515625
55,2715.341552734375
56,4975.333984375
57,4686.4677734375
58,3791.42578125
59,4235.94677734375
60,4620.60546875
61,2374.88427734375
62,6323.76318359375
63,6738.31787109375
64,8035.767578125
65,5560.2939453125
66,5186.50732421875
67,2499.3916015625
68,4616.923828125
69,4684.0107421875
70,3388.42236328125
71,4711.7490234375
72,4451.873046875
73,2721.8603515625
74,6135.10791015625
75,6441.1845703125
76,5853.314453125
77,6847.474609375
78,5117.6328125
79,5395.1376953125
80,6822.06787109375
81,6180.6162109375
82,7535.1591796875
83,4664.27783203125
84,7851.8173828125
85,5772.86669921875
86,4145.13330078125
87,5341.19189453125
88,6176.18408203125
89,5806.24169921875
90,6291.5556640625
91,3944.650390625
92,6195.56787109375
93,4896.42578125
94,6760.13525390625
95,6676.8994140625
96,5654.38134765625
97,6618.8564453125
98,5730.7060546875
99,5347.2509765625
100,7681.4384765625
101,7746.095703125
102,6606.8681640625
103,3880.76513671875
104,8324.01171875
105,3092.462158203125
106,5230.89453125
107,1726.760009765625
108,3684.23779296875
109,3177.40771484375
110,2754.829833984375
111,3285.12060546875
112,3491.934326171875
113,1202.9642333984375
114,5181.48583984375
115,5262.64453125
116,6133.52392578125
117,3257.586669921875
118,4656.25439453125
119,1273.6851806640625
120,3185.412353515625
121,2215.26513671875
122,2520.841552734375
123,2972.69970703125
124,2458.215576171875
125,3855.7080078125
126,4668.236328125
127,3331.384765625
128,5386.8427734375
129,4158.2353515625
130,4115.04833984375
131,3087.046875
132,4474.72119140625
133,1662.57421875
134,2800.5693359375
135,2634.836181640625
136,2620.5224609375
137,3037.391845703125
138,3535.166259765625
139,1816.367919921875
140,5056.0654296875
141,4233.23779296875
142,3161.700439453125
143,4134.1513671875
144,4133.4990234375
145,1501.884765625
146,2939.81591796875
147,3244.72607421875
148,2471.51513671875
149,2527.3515625
150,2920.04541015625
151,1406.1319580078125
152,3755.83935546875
153,4205.4365234375
154,4611.734375
155,3969.134765625
156,4330.2900390625
157,7375.38525390625
158,7417.72900390625
159,4617.4423828125
160,6312.53369140625
161,6673.43359375
162,5616.248046875
163,6029.095703125
164,5611.2041015625
165,3606.296875
166,6523.7216796875
167,7162.32666015625
168,5699.8251953125
169,6122.24267578125
170,5106.10009765625
171,4635.71533203125
172,7443.50537109375
173,9375.80078125
174,6005.74560546875
175,6680.03125
176,6438.396484375
177,3927.00341796875
178,10120.146484375
179,8821.0146484375
180,7779.142578125
181,6490.32275390625
182,6908.3671875
183,4149.24169921875
184,5788.01806640625
185,2569.61865234375
186,4274.7041015625
187,4248.25732421875
188,3109.58837890625
189,5817.36279296875
190,4318.697265625
191,2052.783203125
192,7961.5419921875
193,4859.4013671875
194,5155.44189453125
195,8491.951171875
196,4633.41552734375
197,2776.129150390625
198,4142.2822265625
199,4736.67529296875
200,4119.12744140625
201,5272.77099609375
202,3676.435546875
203,2340.17333984375
204,5729.6298828125
205,4565.91943359375
206,5556.5478515625
207,7673.96484375
208,4596.73681640625
209,4614.3671875
210,3779.71630859375
211,4056.63037109375
212,3631.05126953125
213,3569.084716796875
214,3720.33203125
215,3051.401611328125
216,3812.861328125
217,2324.08935546875
218,3542.908203125
219,3416.853759765625
220,3669.26904296875
221,5751.421875
222,3612.25
223,3457.69482421875
224,4438.603515625
225,2864.03564453125
226,3643.021484375
227,4232.228515625
228,3477.7294921875
229,3230.364501953125
230,6234.71044921875
231,3620.2197265625
232,3455.522705078125
233,5679.455078125
234,6667.93505859375
235,3844.44873046875
236,5194.00634765625
237,2858.679443359375
238,3696.4150390625
239,3343.950927734375
240,2715.610107421875
241,3363.67138671875
242,3037.1572265625
243,3178.8720703125
244,4142.61328125
245,4985.0625
246,4331.5556640625
247,5265.4541015625
248,5341.56494140625
249,3063.516845703125
250,4373.89794921875
251,4327.48974609375
252,3681.05078125
253,3220.819580078125
254,3373.1240234375
255,2869.348876953125
256,5514.10888671875
257,3489.73486328125
258,3495.083251953125
259,6363.98095703125
260,4295.02294921875
261,8743.8857421875
262,9657.0263671875
263,3926.4365234375
264,6298.716796875
265,5211.2138671875
266,4456.26220703125
267,6020.06103515625
268,4663.16455078125
269,4521.28173828125
270,7463.830078125
271,7279.46533203125
272,6502.2783203125
