Id,Sales
1,5640.91845703125
2,5983.6279296875
3,5430.77978515625
4,6037.6162109375
5,5177.9306640625
6,4407.02880859375
7,5765.654296875
8,4566.087890625
9,4607.908203125
10,5994.95703125
11,8330.32421875
12,7031.56591796875
13,5598.19189453125
14,6413.93310546875
15,4886.49609375
16,5256.91455078125
17,4665.748046875
18,4509.814453125
19,4893.51904296875
20,4524.57373046875
21,4646.59765625
22,6067.37060546875
23,5576.166015625
24,7720.75732421875
25,8212.6796875
26,6717.791015625
27,11333.16796875
28,7487.94140625
29,9605.63671875
30,4006.68017578125
31,5397.69873046875
32,5249.6513671875
33,5625.03662109375
34,5913.6611328125
35,4315.0361328125
36,9478.939453125
37,9172.544921875
38,8435.05078125
39,5089.4482421875
40,4770.2265625
41,3387.047607421875
42,6722.15966796875
43,5472.1064453125
44,5637.03369140625
45,4870.029296875
46,4442.31005859375
47,3545.628173828125
48,5968.65087890625
49,9034.6416015625
50,6341.728515625
51,7518.61962890625
52,6458.65185546875
53,8088.55712890625
54,10096.8046875
55,4763.46875
56,8111.60546875
57,7557.8671875
58,6357.66748046875
59,7016.21728515625
60,7789.7138671875
61,4259.087890625
62,10109.2783203125
63,10723.43359375
64,12730.0419921875
65,8978.212890625
66,8424.455078125
67,4443.54296875
68,7746.5849609375
69,7745.05517578125
70,5760.62548828125
71,7760.0634765625
72,7336.10791015625
73,4773.12646484375
74,9829.7890625
75,10283.236328125
76,9412.3173828125
77,10885.1474609375
78,8322.4189453125
79,8733.537109375
80,10847.5078125
81,9897.208984375
82,11117.9599609375
83,7650.78173828125
84,10469.9560546875
85,9293.1357421875
86,6881.6787109375
87,8653.6171875
88,9890.642578125
89,9342.580078125
90,10061.5634765625
91,6584.66748046875
92,9919.359375
93,7994.705078125
94,10755.755859375
95,10632.443359375
96,9117.6015625
97,10546.4541015625
98,9230.67578125
99,8662.59375
100,12120.6494140625
101,12216.4375
102,10528.693359375
103,6490.0224609375
104,12747.345703125
105,5322.166015625
106,8069.51220703125
107,3298.903564453125
108,5883.5341796875
109,5448.01123046875
110,4821.97021484375
111,5607.5859375
112,5913.9765625
113,2522.909912109375
114,8417.015625
115,8537.2509765625
116,9827.4423828125
117,5566.794921875
118,7638.8955078125
119,2627.681640625
120,5459.8701171875
121,4022.614990234375
122,4475.32080078125
123,5143.66259765625
124,4382.54150390625
125,3804.448974609375
126,7656.646484375
127,5676.12548828125
128,8901.2900390625
129,6901.08935546875
130,6837.10888671875
131,5314.1435546875
132,7369.95703125
133,3203.813720703125
134,4889.732421875
135,4644.20166015625
136,4622.99609375
137,5240.58056640625
138,5978.02392578125
139,3431.65625
140,8231.2080078125
141,7012.2041015625
142,5424.7412109375
143,6865.40966796875
144,6864.44287109375
145,2965.755126953125
146,5096.0234375
147,5339.21240234375
148,4377.162109375
149,4484.96533203125
150,4978.92578125
151,2823.899169921875
152,6304.947265625
153,6971.0166015625
154,7527.93603515625
155,6620.9404296875
156,7155.9853515625
157,11162.7041015625
158,11729.96875
159,7581.39599609375
160,10092.642578125
161,10627.30859375
162,9061.1083984375
163,9672.734375
164,9053.6357421875
165,6083.40234375
166,10405.513671875
167,14073.240234375
168,9184.92578125
169,9810.7294921875
170,8305.3330078125
171,7614.23583984375
172,11768.15625
173,14630.8154296875
174,9638.1416015625
175,10637.0830078125
176,10279.10546875
177,6558.5234375
178,14826.712890625
179,13808.91015625
180,12265.396484375
181,10356.033203125
182,10975.3583984375
183,6887.76513671875
184,9315.58203125
185,4547.5830078125
186,7073.63525390625
187,7034.455078125
188,5347.5380859375
189,9212.98828125
190,7138.810546875
191,3781.90087890625
192,13004.55078125
193,7939.853515625
194,8378.4326171875
195,13914.771484375
196,7605.0595703125
197,4853.5244140625
198,6877.455078125
199,8054.3408203125
200,6843.1513671875
201,8552.2529296875
202,6187.31201171875
203,4207.6640625
204,9229.0810546875
205,7505.0654296875
206,8972.6630859375
207,11913.5458984375
208,7550.72119140625
209,7576.84033203125
210,6340.3203125
211,6466.56201171875
212,6120.07568359375
213,6028.2734375
214,6178.40771484375
215,5261.33544921875
216,6389.42431640625
217,4183.8359375
218,5989.49365234375
219,5802.74609375
220,6176.69482421875
221,9261.365234375
222,6092.22216796875
223,5863.25146484375
224,7316.44921875
225,4983.75634765625
226,6137.8095703125
227,7010.708984375
228,5892.9326171875
229,5798.9755859375
230,9977.3486328125
231,6104.02880859375
232,5860.03369140625
233,9102.8935546875
234,9790.7685546875
235,6436.22021484375
236,8435.564453125
237,4975.8212890625
238,6216.9111328125
239,5694.7421875
240,4763.86669921875
241,5723.95751953125
242,5240.23291015625
243,5450.1806640625
244,6877.9453125
245,8126.01806640625
246,7157.85986328125
247,8316.1962890625
248,8459.7109375
249,5279.2841796875
250,7148.42626953125
251,15136.755859375
252,6469.9072265625
253,5512.3251953125
254,5737.96142578125
255,4991.6279296875
256,9002.4228515625
257,5910.71826171875
258,5918.6416015625
259,7832.49658203125
260,7103.73779296875
261,11240.5205078125
262,19538.0390625
263,6557.68359375
264,10072.1728515625
265,8461.0576171875
266,7342.61083984375
267,9024.17578125
268,7649.13232421875
269,7612.4716796875
270,13434.193359375
271,13222.25390625
272,10373.7451171875
273,9598.474609375
274,7606.666015625
275,7086.06103515625
276,8191.6240234375
277,8906.2177734375
278,12036.8505859375
279,9208.2001953125
280,9470.451171875
281,6552.58984375
282,8501.818359375
283,9832.3994140625
284,9860.2216796875
285,8247.2099609375
286,10309.7080078125
287,10469.1015625
288,8021.8583984375
289,6265.08984375
290,7871.822265625
291,8897.1845703125
